STT,SHS,SBD,Họ và tên,GT,Ngày sinh,NV1,NV2,Tiếng Anh,Toán 1,Ngữ văn,Hóa học,Tin học,Vật lý,Sinh học,Toán 2,Kết luận,SĐT,Tin nhắn
202,305,1451,Nguyễn Văn 202,,28/05/2010,Chuyên tin học (thi Toán),,9.75,6,8.25,,,,,6,,984640899,
203,306,2727,Nguyễn Văn 203,,10/03/2010,Chuyên toán học,Chuyên hóa học,8,6.5,7.75,0,,,,6.25,,984640899,
204,307,2508,Nguyễn Văn 204,Nữ,04/02/2010,Chuyên toán học,,10,7.5,8.5,,,,,7,Chuyên Toán học,984640899,
205,308,905,Nguyễn Văn 205,Nữ,28/05/2010,Chuyên hóa học,,10,6,6.25,7.25,,,,,Chuyên Hoá học,984640899,
206,309,937,Nguyễn Văn 206,,01/10/2010,Chuyên hóa học,,10,7.5,8.5,8.25,,,,,Chuyên Hoá học,984640899,
207,310,2503,Nguyễn Văn 207,,01/01/2010,Chuyên vật lý,,9.75,5,8,,,5.5,,,,984640899,
208,312,2545,Nguyễn Văn 208,,21/04/2010,Chuyên sinh học,,9.5,2,7.5,,,,4.75,,,984640899,
209,313,2318,Nguyễn Văn 209,,19/12/2010,Chuyên vật lý,,9,6.5,7,,,6.25,,,Chuyên Vật lý,984640899,
210,314,1562,Nguyễn Văn 210,,17/10/2010,Chuyên hóa học,,10,5.5,7.5,5.25,,,,,,984640899,
211,315,70,Nguyễn Văn 211,,06/06/2010,Chuyên tin học (thi Toán),Chuyên vật lý,9.5,6,8,,,2.5,,1,,984640899,
212,317,21,Nguyễn Văn 212,,30/03/2010,Chuyên vật lý,Chuyên toán học,8.5,6,8,,,3.25,,2.5,,984640899,
213,318,24,Nguyễn Văn 213,Nữ,07/02/2010,Chuyên toán học,,9.25,6,8,,,,,8,Chuyên Toán học,984640899,
214,319,2506,Nguyễn Văn 214,,20/09/2010,Chuyên hóa học,,9.75,4.5,8,4,,,,,,984640899,
215,320,1773,Nguyễn Văn 215,,11/05/2010,Chuyên vật lý,,9,6,8.75,,,4,,,,984640899,
216,322,2672,Nguyễn Văn 216,,29/10/2010,Chuyên hóa học,,9,6,7,7,,,,,Chuyên Hoá học,984640899,
217,323,110,Nguyễn Văn 217,Nữ,29/09/2010,Chuyên sinh học,,8.25,1.5,6,,,,4.25,,,984640899,
218,324,803,Nguyễn Văn 218,,03/01/2010,Chuyên vật lý,,9.5,4.5,6.5,,,5,,,,984640899,
219,325,1418,Nguyễn Văn 219,,04/12/2010,Chuyên vật lý,Chuyên toán học,8.75,7.5,6.75,,,6.75,,3,Chuyên Vật lý,984640899,
220,326,755,Nguyễn Văn 220,Nữ,21/01/2010,Chuyên hóa học,,9.25,6,8,5.75,,,,,Chuyên Hoá học,984640899,
221,327,2580,Nguyễn Văn 221,,09/09/2010,Chuyên sinh học,,9,7,7.5,,,,8,,Chuyên Sinh học,984640899,
222,328,1563,Nguyễn Văn 222,,21/10/2010,Chuyên hóa học,,10,7.5,8.5,8,,,,,Chuyên Hoá học,984640899,
223,329,225,Nguyễn Văn 223,,04/04/2010,Chuyên tin học (thi Toán),,9.25,6,7.75,,,,,1,,984640899,
224,332,995,Nguyễn Văn 224,,17/03/2010,Chuyên sinh học,,8.5,5,7,,,,4.75,,,984640899,
225,333,2521,Nguyễn Văn 225,,12/07/2010,Chuyên sinh học,,9.5,2.5,8.5,,,,4.75,,,984640899,
226,334,26,Nguyễn Văn 226,,28/06/2010,Chuyên toán học,,9.5,7.5,7.5,,,,,8,Chuyên Toán học,984640899,
227,335,1851,Nguyễn Văn 227,,08/09/2010,Chuyên hóa học,,9.25,5,7,5.25,,,,,,984640899,
228,336,485,Nguyễn Văn 228,,19/04/2010,Chuyên hóa học,,9.25,2.5,8.75,3.25,,,,,,984640899,
229,337,1149,Nguyễn Văn 229,,16/11/2010,Chuyên tin học (thi Toán),Chuyên vật lý,8,7.5,7.75,,,6,,7,Chuyên Tin học (thi Toán); Chuyên Vật lý,984640899,
230,338,507,Nguyễn Văn 230,Nữ,07/12/2010,Chuyên sinh học,,10,7.5,7.75,,,,8.25,,Chuyên Sinh học,984640899,
231,339,2027,Nguyễn Văn 231,,25/01/2010,Chuyên hóa học,,9.5,3,8.75,5,,,,,,984640899,
232,340,331,Nguyễn Văn 232,Nữ,11/01/2011,Chuyên tin học (thi Toán),,10,8.5,7.25,,,,,7,Chuyên Tin học (thi Toán),984640899,
233,341,1831,Nguyễn Văn 233,,29/10/2010,Chuyên sinh học,,9.5,4,8.25,,,,7,,Chuyên Sinh học,984640899,
234,342,940,Nguyễn Văn 234,,28/08/2010,Chuyên vật lý,,9.5,6.5,9,,,6.25,,,Chuyên Vật lý,984640899,
235,343,2573,Nguyễn Văn 235,,31/03/2010,Chuyên toán học,,10,8.5,7.5,,,,,6,Chuyên Toán học,984640899,
236,344,1446,Nguyễn Văn 236,,09/11/2010,Chuyên hóa học,,7,6.5,7.5,2,,,,,,984640899,
237,345,2314,Nguyễn Văn 237,,19/09/2010,Chuyên toán học,,9.75,7.5,7.5,,,,,7,Chuyên Toán học,984640899,
238,347,1070,Nguyễn Văn 238,,14/10/2010,Chuyên vật lý,Chuyên tin học (thi Toán),9.5,7.5,5.25,,,6,,0,Chuyên Vật lý,984640899,
239,348,1340,Nguyễn Văn 239,,21/03/2010,Chuyên hóa học,,9.75,7,7.75,3.5,,,,,,984640899,
240,349,2587,Nguyễn Văn 240,,27/09/2010,Chuyên vật lý,,9.25,7.5,6,,,7,,,Chuyên Vật lý,984640899,
241,350,2474,Nguyễn Văn 241,Nữ,17/08/2010,Chuyên toán học,,10,7.5,9,,,,,7.25,Chuyên Toán học,984640899,
242,352,2489,Nguyễn Văn 242,,12/05/2010,Chuyên vật lý,Chuyên tin học (thi Tin),9.75,5.5,8,,5,3,,,,984640899,
243,353,187,Nguyễn Văn 243,,02/11/2010,Chuyên hóa học,,9.5,4,7.5,0.75,,,,,,984640899,
244,354,2157,Nguyễn Văn 244,Nữ,28/08/2010,Chuyên vật lý,,9.25,6,8,,,4.75,,,,984640899,
245,355,2192,Nguyễn Văn 245,,26/07/2010,Chuyên vật lý,,9.75,4,7.75,,,6.25,,,,984640899,
246,356,876,Nguyễn Văn 246,,24/05/2010,Chuyên hóa học,,9,7.5,7,8.25,,,,,Chuyên Hoá học,984640899,
247,357,1730,Nguyễn Văn 247,,05/07/2010,Chuyên vật lý,Chuyên tin học (thi Toán),9.5,6,7.75,,,7.5,,3.5,Chuyên Vật lý,984640899,
248,358,729,Nguyễn Văn 248,,29/11/2010,Chuyên sinh học,,9.25,1.5,8,,,,6.25,,,984640899,
249,360,1159,Nguyễn Văn 249,,03/05/2010,Chuyên hóa học,,9.75,4,8.25,3,,,,,,984640899,
250,361,2555,Nguyễn Văn 250,,17/12/2010,Chuyên toán học,,6.5,4.5,7.75,,,,,3,,984640899,
251,362,1103,Nguyễn Văn 251,,14/10/2010,Chuyên toán học,,8,7.5,8.5,,,,,6,Chuyên Toán học,984640899,
252,363,2408,Nguyễn Văn 252,,20/12/2010,Chuyên vật lý,,9.25,7.5,9.25,,,7.5,,,Chuyên Vật lý,984640899,
253,366,56,Nguyễn Văn 253,,08/12/2010,Chuyên vật lý,,10,7.5,8.5,,,6,,,Chuyên Vật lý,984640899,
254,367,799,Nguyễn Văn 254,,20/09/2010,Chuyên hóa học,,9.75,6,7.75,3,,,,,,984640899,
255,368,2497,Nguyễn Văn 255,,09/12/2010,Chuyên sinh học,,4.75,4.5,7.5,,,,7,,Chuyên Sinh học,984640899,
256,369,619,Nguyễn Văn 256,,11/11/2010,Chuyên sinh học,,10,5,7.75,,,,8.25,,Chuyên Sinh học,984640899,
257,370,1469,Nguyễn Văn 257,Nữ,16/10/2010,Chuyên sinh học,,9.75,6,9,,,,6.25,,Chuyên Sinh học,984640899,
258,371,1511,Nguyễn Văn 258,Nữ,08/02/2010,Chuyên tin học (thi Toán),,9.75,7,8.75,,,,,7,Chuyên Tin học (thi Toán),984640899,
259,373,82,Nguyễn Văn 259,,16/12/2010,Chuyên vật lý,,9.5,3,8.5,,,2,,,,984640899,
260,375,2569,Nguyễn Văn 260,,25/11/2010,Chuyên vật lý,,10,7.5,8,,,8.5,,,Chuyên Vật lý,984640899,
261,376,2165,Nguyễn Văn 261,Nữ,28/10/2010,Chuyên sinh học,,9,6,8.5,,,,7,,Chuyên Sinh học,984640899,
262,377,528,Nguyễn Văn 262,,02/01/2010,Chuyên tin học (thi Toán),,9.5,6.5,8,,,,,7,Chuyên Tin học (thi Toán),984640899,
263,378,2332,Nguyễn Văn 263,,22/04/2010,Chuyên tin học (thi Tin),,9.75,7.5,7.5,,10,,,,Chuyên Tin học (thi Tin),984640899,
264,379,1588,Nguyễn Văn 264,,17/09/2010,Chuyên tin học (thi Toán),,9.25,5.5,8.5,,,,,1,,984640899,
265,380,747,Nguyễn Văn 265,,27/08/2010,Chuyên hóa học,Chuyên tin học (thi Toán),10,7.5,7.5,6.25,,,,3.5,Chuyên Hoá học,984640899,
266,381,1059,Nguyễn Văn 266,,03/05/2010,Chuyên sinh học,,8.5,6,9,,,,7.75,,Chuyên Sinh học,984640899,
267,382,2609,Nguyễn Văn 267,,01/09/2010,Chuyên sinh học,,9.25,2.5,6.75,,,,5,,,984640899,
268,383,1014,Nguyễn Văn 268,,10/10/2010,Chuyên tin học (thi Toán),,9.25,7.5,7.75,,,,,2.25,,984640899,
269,384,1057,Nguyễn Văn 269,,05/01/2010,Chuyên hóa học,,7.75,5.25,6.5,3.75,,,,,,984640899,
270,386,1924,Nguyễn Văn 270,Nữ,27/02/2010,Chuyên tin học (thi Toán),,9.25,7.5,8.5,,,,,6,Chuyên Tin học (thi Toán),984640899,
271,387,2624,Nguyễn Văn 271,Nữ,21/03/2010,Chuyên sinh học,,9,6,8.75,,,,7,,Chuyên Sinh học,984640899,
272,388,706,Nguyễn Văn 272,,07/05/2010,Chuyên tin học (thi Toán),,9.5,6.75,7.5,,,,,6.5,Chuyên Tin học (thi Toán),984640899,
273,389,1878,Nguyễn Văn 273,,27/05/2010,Chuyên hóa học,,9.5,2.5,7.75,1.5,,,,,,984640899,
274,390,2644,Nguyễn Văn 274,,17/08/2010,Chuyên tin học (thi Toán),,9.5,7,7.75,,,,,4.5,,984640899,
275,391,2579,Nguyễn Văn 275,,02/07/2010,Chuyên toán học,,9.5,8,7.25,,,,,6.75,Chuyên Toán học,984640899,
276,392,2732,Nguyễn Văn 276,Nữ,18/12/2010,Chuyên toán học,Chuyên hóa học,8.5,3,8,0.5,,,,0.5,,984640899,
277,393,1824,Nguyễn Văn 277,Nữ,01/06/2010,Chuyên hóa học,,9.5,6.5,8.5,7.5,,,,,Chuyên Hoá học,984640899,
278,394,2025,Nguyễn Văn 278,,06/10/2010,Chuyên toán học,,10,7.5,8.25,,,,,2,,984640899,
279,395,1696,Nguyễn Văn 279,,29/03/2010,Chuyên vật lý,,8.75,2.5,4.5,,,1.5,,,,984640899,
280,396,1034,Nguyễn Văn 280,,30/04/2010,Chuyên hóa học,,8.5,4.5,8,4.25,,,,,,984640899,
281,397,2028,Nguyễn Văn 281,,10/02/2010,Chuyên toán học,,9.5,8.5,9,,,,,4.25,,984640899,
282,398,1185,Nguyễn Văn 282,Nữ,10/08/2010,Chuyên toán học,,10,7.5,8.75,,,,,8,Chuyên Toán học,984640899,
283,399,1460,Nguyễn Văn 283,,01/12/2010,Chuyên tin học (thi Toán),,9,6,7.25,,,,,8,Chuyên Tin học (thi Toán),984640899,
284,400,1102,Nguyễn Văn 284,,21/09/2010,Chuyên toán học,,9.75,8.5,8,,,,,9,Chuyên Toán học,984640899,
285,401,2150,Nguyễn Văn 285,Nữ,27/02/2010,Chuyên tin học (thi Toán),,9.5,6.5,8.5,,,,,2,,984640899,
286,402,1463,Nguyễn Văn 286,Nữ,11/11/2010,Chuyên toán học,,9.25,6,8,,,,,1,,984640899,
287,403,2671,Nguyễn Văn 287,,26/09/2010,Chuyên sinh học,,10,5,8,,,,5.25,,,984640899,
288,404,551,Nguyễn Văn 288,,11/03/2010,Chuyên toán học,,10,6.5,8.25,,,,,6.5,Chuyên Toán học,984640899,
289,405,105,Nguyễn Văn 289,Nữ,17/01/2010,Chuyên vật lý,,9.75,4,8,,,2,,,,984640899,
290,406,658,Nguyễn Văn 290,,24/01/2010,Chuyên hóa học,,10,7.5,8.75,8,,,,,Chuyên Hoá học,984640899,
291,409,1170,Nguyễn Văn 291,,19/07/2010,Chuyên toán học,,10,6,8.5,,,,,3.25,,984640899,
292,410,5,Nguyễn Văn 292,Nữ,19/10/2010,Chuyên sinh học,,9.75,1.5,9,,,,5.75,,,984640899,
293,411,2173,Nguyễn Văn 293,,27/01/2010,Chuyên vật lý,,9.75,6,8,,,7,,,Chuyên Vật lý,984640899,
294,412,2409,Nguyễn Văn 294,,19/02/2010,Chuyên vật lý,,8.75,3,7.5,,,2.75,,,,984640899,
295,413,1721,Nguyễn Văn 295,Nữ,31/01/2010,Chuyên hóa học,,9.25,1,8,1.75,,,,,,984640899,
296,414,1913,Nguyễn Văn 296,,21/01/2010,Chuyên hóa học,,9.75,7.5,7.5,6.5,,,,,Chuyên Hoá học,984640899,
297,415,1092,Nguyễn Văn 297,,18/09/2010,Chuyên tin học (thi Toán),,10,7.5,7,,,,,6.5,Chuyên Tin học (thi Toán),984640899,
298,416,2743,Nguyễn Văn 298,,11/06/2010,Chuyên sinh học,,8.25,7.5,7,,,,7.5,,Chuyên Sinh học,984640899,
299,417,1165,Nguyễn Văn 299,,08/10/2010,Chuyên tin học (thi Toán),,9.5,6,7,,,,,3.5,,984640899,
300,418,1906,Nguyễn Văn 300,,23/01/2010,Chuyên toán học,,9.75,4,8,,,,,6,,984640899,
301,419,1291,Nguyễn Văn 301,,10/04/2010,Chuyên tin học (thi Tin),Chuyên vật lý,9.25,5,7,,9.25,0,,,Chuyên Tin học (thi Tin),984640899,
302,421,1146,Nguyễn Văn 302,,07/11/2010,Chuyên tin học (thi Toán),,9.25,6,7,,,,,1,,984640899,
303,422,1084,Nguyễn Văn 303,,23/10/2010,Chuyên hóa học,,9.5,4.5,7.5,2.25,,,,,,984640899,
304,423,1306,Nguyễn Văn 304,,09/12/2010,Chuyên sinh học,,10,5,7.5,,,,5.25,,,984640899,
305,424,1113,Nguyễn Văn 305,,09/04/2010,Chuyên tin học (thi Toán),,9.5,5,8.75,,,,,1,,984640899,
306,425,944,Nguyễn Văn 306,,17/11/2010,Chuyên vật lý,,9.75,7.5,8.25,,,6.25,,,Chuyên Vật lý,984640899,
307,426,1066,Nguyễn Văn 307,,24/09/2010,Chuyên vật lý,,9.5,6.5,6.75,,,6.75,,,Chuyên Vật lý,984640899,
308,427,155,Nguyễn Văn 308,Nữ,09/12/2010,Chuyên sinh học,,9,6,8.25,,,,6.75,,Chuyên Sinh học,984640899,
309,428,902,Nguyễn Văn 309,,22/11/2010,Chuyên hóa học,,9.75,3.5,8,2.75,,,,,,984640899,
310,429,281,Nguyễn Văn 310,,20/01/2010,Chuyên tin học (thi Toán),,10,7.5,6.5,,,,,6,Chuyên Tin học (thi Toán),984640899,
311,430,2244,Nguyễn Văn 311,,24/08/2010,Chuyên tin học (thi Toán),,8.25,4.25,8.25,,,,,2,,984640899,
312,431,909,Nguyễn Văn 312,Nữ,20/03/2010,Chuyên tin học (thi Toán),,9.75,6,8.25,,,,,6.75,Chuyên Tin học (thi Toán),984640899,
313,432,1656,Nguyễn Văn 313,,06/05/2010,Chuyên tin học (thi Toán),,8.75,6,9,,,,,3.5,,984640899,
314,433,543,Nguyễn Văn 314,,20/09/2010,Chuyên toán học,,9.5,7.5,9,,,,,7,Chuyên Toán học,984640899,
315,434,757,Nguyễn Văn 315,Nữ,20/11/2010,Chuyên hóa học,,9.75,6.5,6,2.5,,,,,,984640899,
316,435,1715,Nguyễn Văn 316,Nữ,12/01/2010,Chuyên sinh học,,8,1.5,8.25,,,,5.75,,,984640899,
317,439,2540,Nguyễn Văn 317,,02/12/2010,Chuyên toán học,,10,7.5,7,,,,,3.5,,984640899,
318,440,660,Nguyễn Văn 318,,23/02/2010,Chuyên hóa học,,9.5,4,7.5,5.25,,,,,,984640899,
319,444,2505,Nguyễn Văn 319,,17/12/2010,Chuyên vật lý,Chuyên sinh học,8.75,5,7.75,,,3,0,,,984640899,
320,445,2435,Nguyễn Văn 320,Nữ,02/09/2010,Chuyên sinh học,,9.5,4,7.5,,,,7.25,,Chuyên Sinh học,984640899,
321,446,2276,Nguyễn Văn 321,,15/10/2010,Chuyên hóa học,,9.75,4.5,8.75,3.5,,,,,,984640899,
322,447,2102,Nguyễn Văn 322,,07/10/2010,Chuyên toán học,,9.25,4,6.75,,,,,0.5,,984640899,
323,448,381,Nguyễn Văn 323,Nữ,02/10/2010,Chuyên tin học (thi Toán),,9.75,3.5,7.75,,,,,0,,984640899,
324,449,42,Nguyễn Văn 324,Nữ,11/11/2010,Chuyên vật lý,,9.75,6,7.5,,,6.5,,,Chuyên Vật lý,984640899,
325,450,232,Nguyễn Văn 325,,07/07/2010,Chuyên hóa học,,10,6.5,9,5.75,,,,,Chuyên Hoá học,984640899,
326,451,1411,Nguyễn Văn 326,,12/09/2010,Chuyên tin học (thi Toán),,9,7.5,7,,,,,3,,984640899,
327,452,1083,Nguyễn Văn 327,,25/07/2010,Chuyên vật lý,,8.75,6,6.75,,,4,,,,984640899,
328,453,2355,Nguyễn Văn 328,,21/08/2010,Chuyên toán học,,8.5,6.5,7,,,,,4.25,,984640899,
329,454,2088,Nguyễn Văn 329,,09/03/2010,Chuyên toán học,,9.25,8,8.5,,,,,5.5,,984640899,
330,456,2628,Nguyễn Văn 330,Nữ,19/11/2010,Chuyên toán học,,9.5,6.5,8.5,,,,,1,,984640899,
331,457,1008,Nguyễn Văn 331,,12/12/2010,Chuyên tin học (thi Toán),,9.25,7.5,6.25,,,,,6,Chuyên Tin học (thi Toán),984640899,
332,458,2575,Nguyễn Văn 332,,06/11/2010,Chuyên toán học,,9.25,6.5,7.5,,,,,3,,984640899,
333,459,1689,Nguyễn Văn 333,,03/08/2010,Chuyên hóa học,,9.25,3.5,6.5,1.5,,,,,,984640899,
334,460,1013,Nguyễn Văn 334,,05/03/2010,Chuyên tin học (thi Toán),,9.75,6.5,7,,,,,1,,984640899,
335,461,2639,Nguyễn Văn 335,,19/06/2010,Chuyên tin học (thi Toán),,9.5,7.5,9,,,,,8,Chuyên Tin học (thi Toán),984640899,
336,462,2099,Nguyễn Văn 336,,06/01/2010,Chuyên hóa học,,9.75,5,7.5,6.5,,,,,Chuyên Hoá học,984640899,
337,465,415,Nguyễn Văn 337,Nữ,26/07/2010,Chuyên hóa học,,10,7.5,7.25,5.75,,,,,Chuyên Hoá học,984640899,
338,466,1174,Nguyễn Văn 338,,28/07/2010,Chuyên tin học (thi Toán),,8,7,7.25,,,,,5,,984640899,
339,467,245,Nguyễn Văn 339,,25/11/2010,Chuyên vật lý,,10,6,7,,,3.75,,,,984640899,
340,468,1339,Nguyễn Văn 340,,08/01/2010,Chuyên hóa học,,9.25,6,8.25,3.75,,,,,,984640899,
341,469,1108,Nguyễn Văn 341,,01/11/2010,Chuyên vật lý,,10,6,7,,,9,,,Chuyên Vật lý,984640899,
342,470,209,Nguyễn Văn 342,,08/01/2010,Chuyên tin học (thi Toán),,8.5,7.5,8.75,,,,,5,,984640899,
343,471,1520,Nguyễn Văn 343,Nữ,13/04/2010,Chuyên toán học,,7.5,7.5,8.25,,,,,5.5,,984640899,
344,473,930,Nguyễn Văn 344,,08/11/2010,Chuyên vật lý,Chuyên tin học (thi Toán),10,3,6.5,,,5,,0,,984640899,
345,474,460,Nguyễn Văn 345,,29/08/2010,Chuyên vật lý,,9,5,8.5,,,1,,,,984640899,
346,475,1051,Nguyễn Văn 346,,01/05/2010,Chuyên tin học (thi Toán),,9.75,7.5,7.5,,,,,7,Chuyên Tin học (thi Toán),984640899,
347,477,2036,Nguyễn Văn 347,Nữ,07/04/2010,Chuyên sinh học,,10,4,7.5,,,,6,,,984640899,
348,480,890,Nguyễn Văn 348,,08/07/2010,Chuyên toán học,,8.5,7.5,8,,,,,3,,984640899,
349,481,412,Nguyễn Văn 349,Nữ,05/07/2010,Chuyên vật lý,,9.5,6.5,7.5,,,1.5,,,,984640899,
350,482,384,Nguyễn Văn 350,Nữ,15/01/2010,Chuyên sinh học,,9.75,6.5,8.5,,,,7.75,,Chuyên Sinh học,984640899,
351,483,2486,Nguyễn Văn 351,,01/06/2010,Chuyên toán học,,9.5,7.5,7,,,,,7,Chuyên Toán học,984640899,
352,484,1946,Nguyễn Văn 352,,19/09/2010,Chuyên hóa học,,10,7.25,7.5,7.5,,,,,Chuyên Hoá học,984640899,
353,485,1294,Nguyễn Văn 353,,30/11/2010,Chuyên sinh học,,9.25,0,6,,,,3.25,,,984640899,
354,486,991,Nguyễn Văn 354,,31/07/2010,Chuyên sinh học,,8.5,0,4.75,,,,3.25,,,984640899,
355,487,1802,Nguyễn Văn 355,,29/12/2010,Chuyên hóa học,,10,4.5,9,9.75,,,,,Chuyên Hoá học,984640899,
356,488,417,Nguyễn Văn 356,,17/09/2010,Chuyên tin học (thi Toán),,9.75,7.5,7.75,,,,,4.5,,984640899,
357,489,858,Nguyễn Văn 357,,12/08/2010,Chuyên hóa học,,9.5,6.5,8.5,4.25,,,,,,984640899,
358,490,2543,Nguyễn Văn 358,,09/07/2010,Chuyên hóa học,,8.75,2.5,6,3,,,,,,984640899,
359,491,2268,Nguyễn Văn 359,,14/01/2010,Chuyên sinh học,,10,7.5,6.25,,,,7.75,,Chuyên Sinh học,984640899,
360,492,1002,Nguyễn Văn 360,,30/05/2010,Chuyên toán học,,5.75,2,7.5,,,,,0,,984640899,
361,495,2340,Nguyễn Văn 361,,19/08/2010,Chuyên vật lý,,9.5,1.5,7.5,,,3,,,,984640899,
362,498,1505,Nguyễn Văn 362,Nữ,13/06/2010,Chuyên hóa học,Chuyên toán học,10,7,8.25,6.75,,,,5.5,Chuyên Hoá học,984640899,
363,499,798,Nguyễn Văn 363,,10/06/2010,Chuyên toán học,,9.5,7,8.75,,,,,5.5,,984640899,
364,500,1930,Nguyễn Văn 364,Nữ,13/09/2010,Chuyên sinh học,,9,1.5,7,,,,7.25,,,984640899,
365,502,146,Nguyễn Văn 365,Nữ,15/03/2010,Chuyên tin học (thi Toán),,8,6,8.5,,,,,3.5,,984640899,
366,503,564,Nguyễn Văn 366,,18/02/2010,Chuyên hóa học,,9.75,5,7,2,,,,,,984640899,
367,504,1700,Nguyễn Văn 367,,25/02/2010,Chuyên toán học,,9.5,7.5,8,,,,,4.5,,984640899,
368,505,1304,Nguyễn Văn 368,,02/10/2010,Chuyên vật lý,,9.25,7.5,5,,,7.5,,,Chuyên Vật lý,984640899,
369,506,1794,Nguyễn Văn 369,,26/10/2010,Chuyên hóa học,,9.25,5.5,8.25,1.75,,,,,,984640899,
370,507,1025,Nguyễn Văn 370,Nữ,23/03/2010,Chuyên toán học,,10,7.5,7.25,,,,,6,Chuyên Toán học,984640899,
371,508,477,Nguyễn Văn 371,,15/12/2010,Chuyên tin học (thi Toán),,9.5,7.5,8,,,,,6,Chuyên Tin học (thi Toán),984640899,
372,509,2710,Nguyễn Văn 372,,28/04/2010,Chuyên toán học,Chuyên hóa học,10,7.5,6.5,3,,,,6.75,Chuyên Toán học,984640899,
373,510,1584,Nguyễn Văn 373,,31/03/2010,Chuyên toán học,Chuyên vật lý,9.5,5.5,8,,,1.25,,8,Chuyên Toán học,984640899,
374,511,1571,Nguyễn Văn 374,Nữ,27/04/2010,Chuyên tin học (thi Toán),,9.25,7.5,8,,,,,4,,984640899,
375,513,10,Nguyễn Văn 375,Nữ,28/05/2010,Chuyên sinh học,,9.75,6,8.5,,,,7.75,,Chuyên Sinh học,984640899,
376,514,590,Nguyễn Văn 376,,27/04/2010,Chuyên vật lý,Chuyên tin học (thi Toán),9.5,7.5,8,,,4.5,,2,,984640899,
377,515,1997,Nguyễn Văn 377,Nữ,10/06/2010,Chuyên vật lý,,9.75,6,8.25,,,4.75,,,,984640899,
378,516,517,Nguyễn Văn 378,,22/06/2010,Chuyên hóa học,Chuyên toán học,9.25,6,9,3,,,,0,,984640899,
379,517,2060,Nguyễn Văn 379,,23/09/2010,Chuyên hóa học,,10,7.5,8.25,5.25,,,,,Chuyên Hoá học,984640899,
380,518,2149,Nguyễn Văn 380,Nữ,02/03/2010,Chuyên sinh học,,9,2.5,9,,,,6.5,,,984640899,
381,520,267,Nguyễn Văn 381,,01/10/2010,Chuyên vật lý,,9.75,5,8.5,,,6,,,Chuyên Vật lý,984640899,
382,521,1372,Nguyễn Văn 382,,14/11/2010,Chuyên hóa học,,9.75,6,7.5,5.75,,,,,Chuyên Hoá học,984640899,
383,522,2576,Nguyễn Văn 383,,06/09/2010,Chuyên tin học (thi Toán),,9.75,6.5,6.5,,,,,1.5,,984640899,
384,523,2649,Nguyễn Văn 384,,12/04/2010,Chuyên hóa học,Chuyên tin học (thi Toán),9.75,6,8.25,1.25,,,,2,,984640899,
385,524,1017,Nguyễn Văn 385,,16/11/2010,Chuyên hóa học,,8.5,3.5,4,3.25,,,,,,984640899,
386,525,2041,Nguyễn Văn 386,Nữ,20/01/2010,Chuyên hóa học,,9,7.5,7.5,3.5,,,,,,984640899,
387,527,1941,Nguyễn Văn 387,Nữ,18/06/2010,Chuyên hóa học,,9.5,5,8.5,2.75,,,,,,984640899,
388,529,2172,Nguyễn Văn 388,,07/02/2010,Chuyên hóa học,,9.75,5.5,8.25,2.5,,,,,,984640899,
389,530,1111,Nguyễn Văn 389,,08/09/2010,Chuyên hóa học,,6.5,6,7,8.25,,,,,Chuyên Hoá học,984640899,
390,531,2504,Nguyễn Văn 390,,12/12/2010,Chuyên hóa học,,10,6,8.75,7.25,,,,,Chuyên Hoá học,984640899,
391,532,288,Nguyễn Văn 391,,29/11/2010,Chuyên hóa học,Chuyên toán học,9.75,3,6.25,5.75,,,,5,,984640899,
392,533,1955,Nguyễn Văn 392,,10/05/2010,Chuyên hóa học,,9.25,7.5,8.5,9.75,,,,,Chuyên Hoá học,984640899,
393,535,945,Nguyễn Văn 393,,28/10/2010,Chuyên hóa học,,9.25,4,7.75,3.25,,,,,,984640899,
394,537,1667,Nguyễn Văn 394,,18/10/2010,Chuyên hóa học,,10,4,8.75,6.5,,,,,Chuyên Hoá học,984640899,
395,538,2132,Nguyễn Văn 395,,27/11/2010,Chuyên vật lý,,10,4.5,8.5,,,6,,,,984640899,
396,539,906,Nguyễn Văn 396,Nữ,10/09/2010,Chuyên hóa học,,9,5,8.5,6.25,,,,,Chuyên Hoá học,984640899,
397,540,973,Nguyễn Văn 397,,19/03/2010,Chuyên vật lý,,9.75,6,8.25,,,9,,,Chuyên Vật lý,984640899,
398,543,453,Nguyễn Văn 398,,09/08/2010,Chuyên vật lý,,10,6,8.5,,,7.5,,,Chuyên Vật lý,984640899,
399,544,581,Nguyễn Văn 399,,22/04/2010,Chuyên hóa học,Chuyên tin học (thi Toán),8.75,7.5,7.25,7.75,,,,0,Chuyên Hoá học,984640899,
400,545,1812,Nguyễn Văn 400,,14/11/2010,Chuyên toán học,,10,7.5,8,,,,,6.5,Chuyên Toán học,984640899,
401,547,656,Nguyễn Văn 401,Nữ,09/03/2010,Chuyên hóa học,,8.5,6,9.25,5.5,,,,,Chuyên Hoá học,984640899,
402,548,2109,Nguyễn Văn 402,,09/04/2010,Chuyên sinh học,,9.5,5.75,6.5,,,,4,,,984640899,
403,549,1881,Nguyễn Văn 403,,08/12/2010,Chuyên hóa học,,9.25,6.5,8.25,9.25,,,,,Chuyên Hoá học,984640899,
